"CaptureEscort_AmmoHeist_NEW.contractName";"Ammo Heist";"Ammo Heist";;;
"CaptureEscort_SaveThePrototype.dialogueList6.dialogueContent1.words";"Keep in mind that the convoy will try to stay near you for protection. Continue advancing to get them to the extract point!";"Keep in mind that the convoy will try to stay near you for protection. Continue advancing to get them to the extract point!";;;
"CaptureEscort_SaveThePrototype.dialogueList7.dialogueContent0.words";"And they are away! The convoy is safely out of the AO. Good work, Commander. Now get your remaining forces to the second evac zone for extraction there. ";"And they are away! The convoy is safely out of the AO. Good work, Commander. Now get your remaining forces to the second evac zone for extraction there. ";;;
"CaptureEscort_SaveThePrototype.longDescription";"Commander, this is definitely a contract where speed is of the essence. I expect that if {TEAM_TAR.FactionDef.Demonym} forces locate the asset, they'll rally reinforcements from the captured research facility.";"Commander, this is definitely a contract where speed is of the essence. I expect that if {TEAM_TAR.FactionDef.Demonym} forces locate the asset, they'll rally reinforcements from the captured research facility.";;;
"CaptureEscort_SaveThePrototype.objectiveList0.description";"The objective to destroy the force of enemies which will try and stop the player from reaching the rally point.";"The objective to destroy the force of enemies which will try and stop the player from reaching the rally point.";;;
"CaptureEscort_SaveThePrototype.objectiveList0.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Blocking Force";"Destroy {TEAM_TAR.FactionDef.Demonym} Blocking Force";;;
"CaptureEscort_SaveThePrototype.objectiveList1.description";"Secure the Convoy Rally Point";"Secure the Convoy Rally Point";;;
"CaptureEscort_SaveThePrototype.objectiveList1.title";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";;;
"CaptureEscort_SaveThePrototype.objectiveList2.description";"The objective to destroy enemy units which will attempt to block the convoy from reaching its destination.";"The objective to destroy enemy units which will attempt to block the convoy from reaching its destination.";;;
"CaptureEscort_SaveThePrototype.objectiveList2.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";;;
"CaptureEscort_SaveThePrototype.objectiveList3.description";"Escort Friendly units to their Destination";"Escort Friendly units to their Destination";;;
"CaptureEscort_SaveThePrototype.objectiveList3.title";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";;;
"CaptureEscort_SaveThePrototype.objectiveList4.description";"Protect the all units in Convoy during Extraction, suffering no losses.";"Protect the all units in Convoy during Extraction, suffering no losses.";;;
"CaptureEscort_SaveThePrototype.objectiveList4.title";"Ensure All Convoy Units Survive";"Ensure All Convoy Units Survive";;;
"CaptureEscort_SaveThePrototype.objectiveList5.description";"Hidden Objective: Destroy hunter lance for mission complete.";"Hidden Objective: Destroy hunter lance for mission complete.";;;
"CaptureEscort_SaveThePrototype.objectiveList5.title";"Hidden Objective: Destroy hunter lance for mission complete.";"Hidden Objective: Destroy hunter lance for mission complete.";;;
"CaptureEscort_SaveThePrototype.objectiveList6.description";"The objective to escape with all the player units.";"The objective to escape with all the player units.";;;
"CaptureEscort_SaveThePrototype.objectiveList6.title";"Get to the Evac Zone";"Get to the Evac Zone";;;
"CaptureEscort_SaveThePrototype.objectiveList7.description";"USELESS OBJECTIVE";"USELESS OBJECTIVE";;;
"CaptureEscort_SaveThePrototype.objectiveList7.title";"Protect Convoy while Dropship Arrives";"Protect Convoy while Dropship Arrives";;;
"CaptureEscort_SaveThePrototype.objectiveList8.description";"USELESS OBJECTIVE";"USELESS OBJECTIVE";;;
"CaptureEscort_SaveThePrototype.objectiveList8.title";"Protect Convoy as they Embark on the Dropship";"Protect Convoy as they Embark on the Dropship";;;
"CaptureEscort_SaveThePrototype.shortDescription";"A surprise attack by {TEAM_TAR.FactionDef.ShortName} resulted in the capture of our research facility here in the {TGT_SYSTEM.name} system. At the last moment, when all was lost, a convoy managed to escape with an extremely valuable prototype. With the facility in enemy hands, we need this prototype to reconstruct the work of our scientists. Intercept the convoy before the enemy does, and escort our researchers to safety.";"A surprise attack by {TEAM_TAR.FactionDef.ShortName} resulted in the capture of our research facility here in the {TGT_SYSTEM.name} system. At the last moment, when all was lost, a convoy managed to escape with an extremely valuable prototype. With the facility in enemy hands, we need this prototype to reconstruct the work of our scientists. Intercept the convoy before the enemy does, and escort our researchers to safety.";;;
"CaptureEscort_ThePrisoner.contractName";"The Prisoner";"The Prisoner";;;
"CaptureEscort_ThePrisoner.dialogueList0.dialogueContent0.words";"Looks like {TEAM_TAR.FactionDef.ShortName} got here before us. Guess the deception didn't work.";"Looks like {TEAM_TAR.FactionDef.ShortName} got here before us. Guess the deception didn't work.";;;
"CaptureEscort_ThePrisoner.dialogueList0.dialogueContent1.words";"Get to the rally point; if that convoy arrives and you're not there, it will be a bloodbath.";"Get to the rally point; if that convoy arrives and you're not there, it will be a bloodbath.";;;
"CaptureEscort_ThePrisoner.dialogueList0.dialogueContent2.words";"Keep the {TEAM_EMP.FactionDef.Demonym} units alive and get them to the extraction point. Oliveira out.";"Keep the {TEAM_EMP.FactionDef.Demonym} units alive and get them to the extraction point. Oliveira out.";;;
"CaptureEscort_ThePrisoner.dialogueList1.dialogueContent0.words";"Commander, we have word the prisoner is safely under lock and key; good work.";"Commander, we have word the prisoner is safely under lock and key; good work.";;;
"CaptureEscort_ThePrisoner.dialogueList2.dialogueContent0.words";"I'm guessing there's a leak in our employer's security. I'm calling this one, Commander.";"I'm guessing there's a leak in our employer's security. I'm calling this one, Commander.";;;
"CaptureEscort_ThePrisoner.dialogueList3.dialogueContent0.words";"Commander. The enemy has deployed reinforcements and they are inbound. Expect increased resistance.";"Commander. The enemy has deployed reinforcements and they are inbound. Expect increased resistance.";;;
"CaptureEscort_ThePrisoner.dialogueList4.dialogueContent0.words";"Looks like {TEAM_TAR.FactionDef.ShortName} decided to hit this convoy hard. We're picking up additional enemy units.";"Looks like {TEAM_TAR.FactionDef.ShortName} decided to hit this convoy hard. We're picking up additional enemy units.";;;
"CaptureEscort_ThePrisoner.dialogueList5.dialogueContent0.words";"You've reached the extraction point for the objective vehicles. Hold there are keep them safe until we can get them out.";"You've reached the extraction point for the objective vehicles. Hold there are keep them safe until we can get them out.";;;
"CaptureEscort_ThePrisoner.dialogueList6.dialogueContent0.words";"The {TEAM_EMP.FactionDef.Demonym} convoy leader has confirmed that you've secured the area, and they're inbound.";"The {TEAM_EMP.FactionDef.Demonym} convoy leader has confirmed that you've secured the area, and they're inbound.";;;
"CaptureEscort_ThePrisoner.dialogueList6.dialogueContent1.words";"They're using multiple vehicles to conceal which unit the prisoner is being kept in. Try not to let any of them go down, Commander.";"They're using multiple vehicles to conceal which unit the prisoner is being kept in. Try not to let any of them go down, Commander.";;;
"CaptureEscort_ThePrisoner.dialogueList6.dialogueContent2.words";"Keep in mind that the convoy will try to stay near you for protection. Continue advancing to get them to the extract point!";"Keep in mind that the convoy will try to stay near you for protection. Continue advancing to get them to the extract point!";;;
"CaptureEscort_ThePrisoner.dialogueList7.dialogueContent0.words";"And they are away! The convoy is safely out of the AO. Good work, Commander. Now get your remaining forces to the second evac zone for extraction there. ";"And they are away! The convoy is safely out of the AO. Good work, Commander. Now get your remaining forces to the second evac zone for extraction there. ";;;
"CaptureEscort_ThePrisoner.longDescription";"This is a hot one, Commander. It's going to be a crap shoot which one {TEAM_TAR.FactionDef.ShortName} will decide to make their main assault. You need to prepare as if it's going to be this one.";"This is a hot one, Commander. It's going to be a crap shoot which one {TEAM_TAR.FactionDef.ShortName} will decide to make their main assault. You need to prepare as if it's going to be this one.";;;
"CaptureEscort_ThePrisoner.objectiveList0.description";"The objective to destroy the force of enemies which will try and stop the player from reaching the rally point.";"The objective to destroy the force of enemies which will try and stop the player from reaching the rally point.";;;
"CaptureEscort_ThePrisoner.objectiveList0.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Blocking Force";"Destroy {TEAM_TAR.FactionDef.Demonym} Blocking Force";;;
"CaptureEscort_ThePrisoner.objectiveList1.description";"Secure the Convoy Rally Point";"Secure the Convoy Rally Point";;;
"CaptureEscort_ThePrisoner.objectiveList1.title";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";;;
"CaptureEscort_ThePrisoner.objectiveList2.description";"The objective to destroy enemy units which will attempt to block the convoy from reaching its destination.";"The objective to destroy enemy units which will attempt to block the convoy from reaching its destination.";;;
"CaptureEscort_ThePrisoner.objectiveList2.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";;;
"CaptureEscort_ThePrisoner.objectiveList3.description";"Escort Friendly units to their Destination";"Escort Friendly units to their Destination";;;
"CaptureEscort_ThePrisoner.objectiveList3.title";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";;;
"CaptureEscort_ThePrisoner.objectiveList4.description";"Protect the all units in Convoy during Extraction, suffering no losses.";"Protect the all units in Convoy during Extraction, suffering no losses.";;;
"CaptureEscort_ThePrisoner.objectiveList4.title";"Ensure All Convoy Units Survive";"Ensure All Convoy Units Survive";;;
"CaptureEscort_ThePrisoner.objectiveList5.description";"Hidden Objective: Destroy hunter lance for mission complete.";"Hidden Objective: Destroy hunter lance for mission complete.";;;
"CaptureEscort_ThePrisoner.objectiveList5.title";"Hidden Objective: Destroy hunter lance for mission complete.";"Hidden Objective: Destroy hunter lance for mission complete.";;;
"CaptureEscort_ThePrisoner.objectiveList6.description";"The objective to escape with all the player units.";"The objective to escape with all the player units.";;;
"CaptureEscort_ThePrisoner.objectiveList6.title";"Get to the Evac Zone";"Get to the Evac Zone";;;
"CaptureEscort_ThePrisoner.objectiveList7.description";"USELESS OBJECTIVE";"USELESS OBJECTIVE";;;
"CaptureEscort_ThePrisoner.objectiveList7.title";"Protect Convoy while Dropship Arrives";"Protect Convoy while Dropship Arrives";;;
"CaptureEscort_ThePrisoner.objectiveList8.description";"USELESS OBJECTIVE";"USELESS OBJECTIVE";;;
"CaptureEscort_ThePrisoner.objectiveList8.title";"Protect Convoy as they Embark on the Dropship";"Protect Convoy as they Embark on the Dropship";;;
"CaptureEscort_ThePrisoner.shortDescription";"We need to transfer a prisoner from {TGT_SYSTEM.Name} to another system. This prisoner has allies in {TEAM_TAR.FactionDef.Name} that will stop at nothing to set their ally free. To make it harder for them to target the prisoner, we are doing our best to send out mixed signals on the prisoner and when the transfer will be. We are also sending {TEAM_EMP.FactionDef.Demonym} forces out as 'dummy' convoys, and sending multiple vehicles in each convoy. However, <i>your</i> convoy will be the real one.";"We need to transfer a prisoner from {TGT_SYSTEM.Name} to another system. This prisoner has allies in {TEAM_TAR.FactionDef.Name} that will stop at nothing to set their ally free. To make it harder for them to target the prisoner, we are doing our best to send out mixed signals on the prisoner and when the transfer will be. We are also sending {TEAM_EMP.FactionDef.Demonym} forces out as 'dummy' convoys, and sending multiple vehicles in each convoy. However, <i>your</i> convoy will be the real one.";;;
